         1368402654 function calls (1274850096 primitive calls) in 738.679 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
480690/478800    0.633    0.000    1.663    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1787(__eq__)
470610/236250    0.214    0.000    1.655    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2394(__eq__)
   228060    0.254    0.000    1.639    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:782(_convert_units)
    42210    0.044    0.000    1.636    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:94(draw_path)
    51480    0.400    0.000    1.607    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:671(recache)
      105    0.365    0.003    1.599    0.015 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/io/parsers/c_parser_wrapper.py:355(_concatenate_chunks)
     5670    0.135    0.000    1.568    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2977(_update_title_position)
    11340    0.013    0.000    1.564    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:237(set_clip_path)
    42210    0.667    0.000    1.563    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    27405    0.044    0.000    1.562    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:721(set_locs)
   546870    0.165    0.000    1.512    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1792(transform)
    50236    0.085    0.000    1.500    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:249(_prepare_font)
   728695    0.395    0.000    1.500    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:275(to_rgba)
    64420    0.106    0.000    1.486    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/text.py:194(update)
   628495    0.711    0.000    1.446    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:759(__init__)
     2835    0.006    0.000    1.440    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:349(get_tightbbox)
   505805    0.353    0.000    1.411    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:53(_wrapfunc)
  2101230    1.010    0.000    1.400    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1779(__init__)
   533861    0.383    0.000    1.359    0.000 {built-in method builtins.sorted}
   211050    0.735    0.000    1.333    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/bezier.py:208(__call__)
     1890    0.007    0.000    1.282    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:4359(get_default_bbox_extra_artists)
  1221900    0.390    0.000    1.280    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:158(invalidate)
     1890    0.016    0.000    1.259    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:812(_init_axis)
     1890    0.036    0.000    1.247    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:4388(<listcomp>)
    18900    0.095    0.000    1.231    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2548(get_tick_space)
     1995    1.224    0.001    1.225    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/dtypes/concat.py:52(concat_compat)
   657100    0.792    0.000    1.219    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_api/__init__.py:64(check_isinstance)
11025/7875    0.087    0.000    1.219    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1214(_set_lim)
   248842    0.086    0.000    1.212    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:653(__eq__)
   561990    0.361    0.000    1.211    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1859(transform_affine)
    63110    0.056    0.000    1.204    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:1226(_cm_set)
    43155    0.103    0.000    1.196    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:857(_fully_clipped_to_axes)
     3780    0.025    0.000    1.182    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:869(clear)
   211050    0.783    0.000    1.173    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/bezier.py:199(__init__)
   218460    0.582    0.000    1.168    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:180(__init__)
    70090    0.068    0.000    1.166    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/text.py:1303(set_fontproperties)
1309153/811469    0.200    0.000    1.164    0.000 {built-in method builtins.hash}
  2357851    0.825    0.000    1.160    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/_api/__init__.py:99(check_in_list)
   614145    0.168    0.000    1.142    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:1793(convert_units)
    30240    0.235    0.000    1.123    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/polynomial.py:172(roots)
    50236    0.100    0.000    1.115    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1305(_find_fonts_by_props)
    18900    0.093    0.000    1.109    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2791(get_tick_space)
   107890    0.237    0.000    1.101    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:599(__init__)
   332860    0.138    0.000    1.094    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:200(reshape)
   157500    0.041    0.000    1.084    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1720(__eq__)
   299785    0.175    0.000    1.084    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2008(rotate_deg)
       84    0.010    0.000    1.079    0.013 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/frame.py:6538(dropna)
     4725    0.019    0.000    1.067    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:3363(tick_params)
   157500    0.092    0.000    1.044    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2172(__eq__)
   144175    0.076    0.000    1.034    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:805(from_bounds)
    64420    0.022    0.000    1.031    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:1198(update)
   681016    0.233    0.000    1.022    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:269(convert_xunits)
   600955    0.146    0.000    1.022    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/figure.py:65(_stale_figure_callback)
   135135    0.083    0.000    0.998    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:387(_set_facecolor)
    98776    0.144    0.000    0.998    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:432(update_position)
   902975    0.370    0.000    0.984    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:216(_is_nth_color)
    80640    0.032    0.000    0.970    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:374(extents)
    96774    0.135    0.000    0.963    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:493(update_position)
    38745    0.836    0.000    0.951    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/shape_base.py:219(vstack)
   614145    0.291    0.000    0.947    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/units.py:56(_is_natively_supported)
   904550    0.321    0.000    0.944    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/contextlib.py:299(helper)
   120362    0.167    0.000    0.941    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/path.py:99(__init__)
   145640    0.060    0.000    0.918    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:649(new_gc)
    39930    0.021    0.000    0.906    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/path.py:279(__deepcopy__)
1844345/1221900    0.723    0.000    0.889    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:167(_invalidate_internal)
    96705    0.035    0.000    0.886    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:394(set_facecolor)
   456335    0.624    0.000    0.879    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2053(scale)
  1362989    0.862    0.000    0.877    0.000 {built-in method numpy.array}
      168    0.002    0.000    0.876    0.005 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:4027(take)
   299785    0.536    0.000    0.875    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1985(rotate)
    27405    0.129    0.000    0.872    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/numeric.py:2249(isclose)
    40320    0.015    0.000    0.872    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:239(__array__)
      168    0.002    0.000    0.871    0.005 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:869(take)
    40320    0.106    0.000    0.862    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2493(update_datalim)
   679574    0.194    0.000    0.860    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:281(convert_yunits)
   145640    0.274    0.000    0.859    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backend_bases.py:725(__init__)
     2835    0.066    0.000    0.855    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2849(autoscale_view)
      105    0.011    0.000    0.849    0.008 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2190(_form_blocks)
   973350    0.505    0.000    0.844    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/slicer/slicer_internal.py:142(_handle_newaxis_ellipses)
      168    0.002    0.000    0.842    0.005 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:623(reindex_indexer)
   374440    0.400    0.000    0.838    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:40(_wrapit)
    24650    0.019    0.000    0.837    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:1034(get_path)
  2517222    0.835    0.000    0.835    0.000 {method 'copy' of 'numpy.ndarray' objects}
      168    0.006    0.000    0.832    0.005 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:1176(__getitem__)
      630    0.628    0.001    0.826    0.001 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:2246(_stack_arrays)
   534280    0.823    0.000    0.823    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/cbook.py:1834(<dictcomp>)
       84    0.001    0.000    0.822    0.010 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:1397(_getitem_axis)
       84    0.001    0.000    0.820    0.010 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/indexing.py:1205(_getbool_axis)
   521493    0.146    0.000    0.816    0.000 {method 'all' of 'numpy.ndarray' objects}
    54016    0.128    0.000    0.815    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:1235(findfont)
      504    0.002    0.000    0.807    0.002 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/array_algos/take.py:59(take_nd)
      504    0.645    0.001    0.805    0.002 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/array_algos/take.py:120(_take_nd_ndarray)
       84    0.000    0.000    0.805    0.010 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/generic.py:4142(_take_with_is_copy)
      336    0.002    0.000    0.791    0.002 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/blocks.py:1287(take_nd)
   322201    0.136    0.000    0.788    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2692(max)
       84    0.000    0.000    0.778    0.009 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/pandas/core/internals/managers.py:687(<listcomp>)
   444228    0.320    0.000    0.759    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:1275(set_xdata)
   174280    0.094    0.000    0.753    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:240(_check_color_like)
  1316643    0.255    0.000    0.746    0.000 <frozen abc>:117(__instancecheck__)
   294586    0.127    0.000    0.740    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2836(min)
2220854/2220770    0.734    0.000    0.736    0.000 {built-in method numpy.asarray}
  8208605    0.735    0.000    0.735    0.000 {method 'items' of 'dict' objects}
     1890    0.007    0.000    0.711    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:392(get_renderer)
   438222    0.286    0.000    0.694    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:1294(set_ydata)
11025/8190    0.011    0.000    0.686    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2303(setter)
   120329    0.044    0.000    0.686    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/font_manager.py:619(_from_any)
     1890    0.642    0.000    0.686    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:64(__init__)
   606625    0.178    0.000    0.685    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/pyplot.py:1054(_auto_draw_if_interactive)
  3635880    0.682    0.000    0.682    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:113(__init__)
   189630    0.230    0.000    0.679    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2585(__init__)
     1890    0.002    0.000    0.674    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:1200(_gen_axes_spines)
     5670    0.049    0.000    0.673    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2908(handle_single_axis)
    40530    0.048    0.000    0.673    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:931(update_from_data_xy)
     1890    0.006    0.000    0.672    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:1215(<dictcomp>)
    12416    0.008    0.000    0.672    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:422(_get_text2_transform)
   521493    0.127    0.000    0.670    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/core/_methods.py:61(_all)
     3780    0.006    0.000    0.668    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2701(set_ticks_position)
     7560    0.016    0.000    0.666    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/spines.py:432(linear_spine)
     1890    0.005    0.000    0.664    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:2328(__init__)
    12416    0.019    0.000    0.662    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:965(get_xaxis_text2_transform)
   145640    0.079    0.000    0.660    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/artist.py:920(_set_gc_clip)
   561990    0.659    0.000    0.659    0.000 {built-in method matplotlib._path.affine_transform}
   559440    0.256    0.000    0.658    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/_weakrefset.py:63(__iter__)
   538650    0.209    0.000    0.652    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:2600(get_matrix)
   251370    0.203    0.000    0.651    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/path.py:347(iter_segments)
    37800    0.109    0.000    0.647    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:463(transformed)
   174280    0.091    0.000    0.647    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/colors.py:221(is_color_like)
     3780    0.039    0.000    0.642    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axis.py:632(__init__)
 10141067    0.642    0.000    0.642    0.000 {method 'get' of 'dict' objects}
   619920    0.302    0.000    0.637    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/transforms.py:1365(_iter_break_from_left_to_right)
   147900    0.110    0.000    0.629    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:647(set_data)
     1890    0.021    0.000    0.629    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:2253(add_collection)
   821239    0.325    0.000    0.625    0.000 {built-in method builtins.any}
   904550    0.538    0.000    0.623    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/contextlib.py:104(__init__)
    49300    0.046    0.000    0.623    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/lines.py:1188(set_marker)
   125140    0.155    0.000    0.621    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/markers.py:250(_recache)
  1743616    0.412    0.000    0.614    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/numpy/lib/function_base.py:348(iterable)
    11340    0.016    0.000    0.614    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:644(get_window_extent)
4095/3150    0.005    0.000    0.587    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/axes/_base.py:3635(set_xlim)
    18900    0.217    0.000    0.578    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/ticker.py:803(_set_format)
     7560    0.039    0.000    0.573    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/spines.py:35(__init__)
    38430    0.030    0.000    0.572    0.000 /opt/anaconda3/envs/tf-gpu/lib/python3.11/site-packages/matplotlib/patches.py:421(set_alpha)
